signal_id,vendor_id,vendor_name,date,source_type,source_name,url,text,provenance,risk_category,sentiment,maturity,classifier_confidence,is_about_vendor,classifier_reason,service,country,ubs_link,ubs_link_source,relationship_note,data_sensitivity,business_criticality,substitutability,dependency_index,credibility,maturity_weight,freshness,corroboration,n_sources,evidence_strength,likelihood,impact,inherent_risk,control_reduction,n_positive,residual_risk,maturity_cap,link_cap,tier,needs_human_review,tier_before_caps,explanation
R0008,V013,Wirecard AG,2020-06-23,news_article,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,Wirecard AG former chief executive Markus Braun was arrested by German authorities in connection with the Munich prosecutors' investigation.,REAL,CONDUCT,risk,confirmed,1.0,True,Arrest of CEO and ongoing investigation related to fraudulent activities indicate serious conduct risk and regulatory exposure.,Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,0.75,1.0,0.161,0.0,1,0.712,1.46,3.09,4.51,0.0,0,4.51,False,False,Low,False,Low,"LOW (4.5/25, L1.5 x I3.1); CONDUCT signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 2282d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); data sensitivity 5/5; classifier: Arrest of CEO and ongoing investigation related to fraudulent activities indicate serious conduct risk and regulatory exposure."
R0011,V013,Wirecard AG,2020-07-02,news_article,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,"Scrutiny turned to EY's long-running audits of Wirecard AG, with critics arguing the auditor failed to uncover the fraud earlier. EY maintains that Wirecard concealed information from it.",REAL,CONDUCT,risk,confirmed,0.98,True,"Fraud and auditor failure indicate serious misconduct and compliance failures at Wirecard AG, confirmed by the scandal and regulatory scrutiny.",Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,0.75,1.0,0.161,0.0,1,0.71,1.46,3.09,4.51,0.0,0,4.51,False,False,Low,False,Low,"LOW (4.5/25, L1.5 x I3.1); CONDUCT signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 2273d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); data sensitivity 5/5; classifier: Fraud and auditor failure indicate serious misconduct and compliance failures at Wirecard AG, confirmed by the scandal and regulatory scrutiny."
R0009,V013,Wirecard AG,2020-06-24,news_article,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,Wirecard AG chief operating officer Jan Marsalek went into hiding to evade arrest and became the subject of an international manhunt.,REAL,CONDUCT,risk,confirmed,1.0,True,Executive fleeing arrest and international manhunt indicates severe misconduct and fraudulent activities at the vendor.,Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,0.75,1.0,0.161,0.0,1,0.712,1.46,3.09,4.51,0.0,0,4.51,False,False,Low,False,Low,"LOW (4.5/25, L1.5 x I3.1); CONDUCT signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 2281d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); data sensitivity 5/5; classifier: Executive fleeing arrest and international manhunt indicates severe misconduct and fraudulent activities at the vendor."
R0030,V015,Equifax Inc.,2018-09-20,regulatory_filing,ICO enforcement,https://www.infosecurity-magazine.com/news/ico-fines-equifax-500k-after-2017/,"The UK Information Commissioner's Office fined Equifax Ltd GBP 500,000, the maximum available under the pre-GDPR regime, over the 2017 breach affecting up to 15 million British citizens.",REAL,COMPLIANCE,risk,confirmed,1.0,True,Regulatory enforcement action (ICO fine) indicates a compliance failure related to data protection.,Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,1.0,1.0,0.153,0.0,1,0.8,1.49,3.09,4.6,0.023,1,4.49,False,False,Low,False,Low,"LOW (4.5/25, L1.5 x I3.1); COMPLIANCE signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 2924d old (freshness 0.15); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: Regulatory enforcement action (ICO fine) indicates a compliance failure related to data protection."
R0001,V013,Wirecard AG,2019-10-21,news_article,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,"Under pressure from investors, Wirecard AG appointed KPMG to conduct a special audit of its financial reporting.",REAL,COMPLIANCE,risk,confirmed,1.0,True,"Appointment of a special auditor (KPMG) under investor pressure indicates serious financial reporting irregularities, confirmed by subsequent scandal.",Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,0.75,1.0,0.157,0.0,1,0.712,1.45,3.09,4.48,0.0,0,4.48,False,False,Low,False,Low,"LOW (4.5/25, L1.4 x I3.1); COMPLIANCE signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 2528d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); data sensitivity 5/5; classifier: Appointment of a special auditor (KPMG) under investor pressure indicates serious financial reporting irregularities, confirmed by subsequent scandal."
R0028,V015,Equifax Inc.,2018-03-15,news_article,SEC press release,https://www.sec.gov/newsroom/press-releases/2018-40,"According to the SEC, the former Equifax Inc. executive realised proceeds of around USD 1 million and avoided more than USD 117,000 in losses by selling Equifax stock ahead of the breach announcement.",REAL,CONDUCT,risk,confirmed,1.0,True,"SEC press release confirms insider trading by an Equifax executive in connection with the breach announcement, indicating conduct-related risk.",Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,0.75,1.0,0.152,0.0,1,0.712,1.43,3.09,4.42,0.0,0,4.42,False,False,Low,False,Low,"LOW (4.4/25, L1.4 x I3.1); CONDUCT signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 3113d old (freshness 0.15); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; classifier: SEC press release confirms insider trading by an Equifax executive in connection with the breach announcement, indicating conduct-related risk."
R0026,V015,Equifax Inc.,2017-09-12,news_article,Equifax breach FAQ,https://www.csoonline.com/article/567833/equifax-data-breach-faq-what-happened-who-was-affected-what-was-the-impact.html,Equifax Inc. faced sustained criticism over the delay between internal discovery of the breach in late July 2017 and public disclosure on 7 September.,REAL,CONDUCT,risk,confirmed,1.0,True,"The text discusses a significant delay in public disclosure of a breach, which is a conduct-related issue involving transparency and potential regulatory violations.",Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,0.75,1.0,0.152,0.0,1,0.712,1.43,3.09,4.42,0.0,0,4.42,False,False,Low,False,Low,"LOW (4.4/25, L1.4 x I3.1); CONDUCT signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 3297d old (freshness 0.15); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; classifier: The text discusses a significant delay in public disclosure of a breach, which is a conduct-related issue involving transparency and potential regulatory violations."
R0065,V005,Cognizant Technology Solutions,2020-09-01,news_article,finews,https://www.finews.com/news/english-news/46514-ubs-cognizant-technology-outsourcing-mike-dargan,"UBS cancelled its outsourcing partnership with Cognizant Technology Solutions, where reported spend had run up to around USD 330 million per year, as part of an insourcing strategy.",REAL,CONCENTRATION,risk,confirmed,1.0,True,"Termination of a major outsourcing partnership (USD 330M annual spend) due to insourcing strategy indicates a loss of a critical vendor relationship, increasing concentration risk for UBS.",IT & business process outsourcing,USA,CONFIRMED,https://news.cognizant.com/newsannouncements?item=20231,Acquired UBS India Service Centre in 2009; UBS later insourced and exited.,4,3,4,0.6,0.75,1.0,0.163,0.0,1,0.712,1.46,3.25,4.74,0.08,1,4.36,False,False,Low,False,Low,"LOW (4.4/25, L1.5 x I3.2); CONCENTRATION signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 2212d old (freshness 0.16); UBS link: confirmed (Acquired UBS India Service Centre in 2009; UBS later insourced and exited); 1 positive signal(s) cut risk by 8%; classifier: Termination of a major outsourcing partnership (USD 330M annual spend) due to insourcing strategy indicates a loss of a critical vendor relationship, increasing concentration risk for UBS."
R0010,V013,Wirecard AG,2020-06-25,regulatory_filing,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,"Wirecard AG filed for insolvency, owing creditors approximately EUR 3.5 billion. Wirecard became the first DAX-listed company to collapse in this way.",REAL,FINANCIAL,risk,confirmed,1.0,True,"Insolvency filing and collapse indicate severe financial distress, directly impacting the vendor's ability to fulfill obligations.",Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,1.0,1.0,0.161,0.0,1,0.8,1.52,2.11,3.21,0.0,0,3.21,False,False,Low,False,Low,"LOW (3.2/25, L1.5 x I2.1); FINANCIAL signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 2280d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); classifier: Insolvency filing and collapse indicate severe financial distress, directly impacting the vendor's ability to fulfill obligations."
R0005,V013,Wirecard AG,2020-06-18,audit_finding,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,"EY refused to sign off Wirecard AG's 2019 financial statements. Wirecard disclosed that EUR 1.9 billion of company funds supposedly held in two Philippine banks was missing, and the banks disavowed ever holding it.",REAL,FINANCIAL,risk,confirmed,1.0,True,EY's refusal to sign off financial statements and the confirmed disappearance of EUR 1.9 billion in funds indicate severe financial misconduct and audit failure.,Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,0.95,1.0,0.161,0.0,1,0.782,1.5,2.11,3.16,0.0,0,3.16,False,False,Low,False,Low,"LOW (3.2/25, L1.5 x I2.1); FINANCIAL signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 2287d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); classifier: EY's refusal to sign off financial statements and the confirmed disappearance of EUR 1.9 billion in funds indicate severe financial misconduct and audit failure."
R0006,V013,Wirecard AG,2020-06-19,market_data,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,"Wirecard AG shares collapsed after EY declined to sign the accounts, with the missing EUR 1.9 billion triggering a liquidity crisis at Wirecard.",REAL,FINANCIAL,risk,confirmed,1.0,True,"Financial collapse due to missing funds and auditor refusal to sign off, leading to liquidity crisis.",Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,0.7,1.0,0.161,0.0,1,0.695,1.45,2.11,3.06,0.0,0,3.06,False,False,Low,False,Low,"LOW (3.1/25, L1.4 x I2.1); FINANCIAL signal, confirmed, from market data (credibility 0.70); 1 independent kind(s) of source in 365d; 2286d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); classifier: Financial collapse due to missing funds and auditor refusal to sign off, leading to liquidity crisis."
R0003,V013,Wirecard AG,2020-04-29,market_data,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,"Wirecard AG shares fell sharply after the KPMG special audit failed to verify a majority of reported profits, with analysts questioning the reliability of Wirecard's accounts.",REAL,FINANCIAL,risk,confirmed,1.0,True,"Market data confirms financial misconduct with KPMG special audit unable to verify reported profits, indicating severe financial risk and accounting fraud.",Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,0.7,1.0,0.16,0.0,1,0.695,1.44,2.11,3.04,0.0,0,3.04,False,False,Low,False,Low,"LOW (3.0/25, L1.4 x I2.1); FINANCIAL signal, confirmed, from market data (credibility 0.70); 1 independent kind(s) of source in 365d; 2337d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); classifier: Market data confirms financial misconduct with KPMG special audit unable to verify reported profits, indicating severe financial risk and accounting fraud."
